Marital status,Application mode,Course,Previous qualification,Displaced,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,Curricular units 1st year (enrolled),Curricular units 1st year (approved),Curricular units 2nd year (enrolled),Curricular units 2nd year (approved),Curricular units 3rd year (enrolled),Curricular units 3rd year (approved),Curricular units 4th year (enrolled),Curricular units 4th year (approved),Target
1,1,9,1,1,0,1,0,0,20,5,4,5,5,5,4,5,5,Graduate
1,9,12,1,1,0,1,0,0,18,7,7,8,8,7,7,8,8,Graduate
1,8,14,1,1,0,1,0,0,20,6,6,6,6,6,6,6,6,Graduate
1,1,12,1,1,0,1,0,0,19,8,7,8,7,8,7,8,7,Graduate
1,15,6,14,0,0,1,0,0,21,6,6,6,6,6,6,6,6,Graduate
2,4,5,17,0,0,1,0,0,33,6,6,6,3,6,6,6,3,Graduate
1,1,6,1,0,1,0,0,0,24,5,1,5,0,5,1,5,0,Dropout
1,14,10,1,0,0,1,0,1,20,11,11,11,11,11,11,11,11,Graduate
1,1,2,1,1,0,1,0,0,18,0,0,0,0,0,0,0,0,Graduate
1,1,5,1,1,0,1,0,0,18,6,6,6,6,6,6,6,6,Graduate
1,14,3,6,0,1,1,0,0,29,6,4,6,2,6,4,6,2,Dropout
1,8,12,1,0,0,1,0,0,18,7,7,8,8,7,7,8,8,Graduate
1,1,15,1,1,0,1,0,0,19,6,6,6,6,6,6,6,6,Graduate
1,8,2,1,1,0,1,0,0,19,0,0,0,0,0,0,0,0,Dropout
1,8,10,1,0,0,1,0,1,18,6,5,6,6,6,5,6,6,Graduate
1,14,12,1,0,0,1,0,1,19,7,6,8,8,7,6,8,8,Graduate
1,13,16,1,0,0,1,0,0,20,14,12,12,10,14,12,12,10,Dropout
1,8,10,1,1,0,1,0,0,19,6,1,6,2,6,1,6,2,Enrolled
1,8,11,1,1,0,1,0,1,19,6,4,6,3,6,4,6,3,Graduate
1,1,5,1,0,0,1,0,1,18,6,6,6,5,6,6,6,5,Enrolled
1,1,12,1,1,0,1,0,1,18,8,8,8,8,8,8,8,8,Graduate
1,8,11,1,0,0,1,0,1,19,6,6,6,3,6,6,6,3,Graduate
1,8,15,1,0,1,1,1,0,20,6,5,6,6,6,5,6,6,Dropout
1,8,2,1,1,0,1,1,1,18,0,0,0,0,0,0,0,0,Enrolled
1,1,12,1,1,0,1,1,0,18,7,0,8,0,7,0,8,0,Dropout
1,12,4,1,0,1,0,1,0,35,6,5,6,4,6,5,6,4,Dropout
1,8,7,1,0,0,1,1,0,18,5,3,5,3,5,3,5,3,Enrolled
1,1,2,1,1,0,1,1,1,19,0,0,0,0,0,0,0,0,Graduate
1,1,15,1,1,0,1,1,1,19,6,4,6,6,6,4,6,6,Enrolled
1,8,9,1,1,0,1,1,0,20,5,2,5,4,5,2,5,4,Enrolled
1,14,5,1,1,0,1,1,0,19,6,3,6,4,6,3,6,4,Enrolled
1,1,9,1,1,0,1,1,0,19,5,3,5,2,5,3,5,2,Dropout
1,12,13,1,0,0,1,1,0,24,7,0,7,0,7,0,7,0,Dropout
1,12,3,1,1,1,0,1,0,29,6,4,6,0,6,4,6,0,Dropout
1,12,12,1,0,0,1,1,0,24,7,7,8,2,7,7,8,2,Graduate
1,8,11,1,1,0,1,1,0,19,6,5,6,4,6,5,6,4,Graduate
2,4,2,3,1,0,1,1,0,37,0,0,0,0,0,0,0,0,Dropout
1,3,5,1,1,0,1,1,0,18,6,5,6,5,6,5,6,5,Graduate
1,15,7,14,0,0,1,1,1,20,7,6,6,6,7,6,6,6,Enrolled
1,1,9,1,1,0,0,1,0,18,5,0,5,0,5,0,5,0,Dropout
1,14,9,1,0,0,1,1,0,22,5,0,5,3,5,0,5,3,Enrolled
1,8,9,1,1,0,1,1,1,22,5,3,5,3,5,3,5,3,Enrolled
1,1,15,1,1,1,0,1,0,18,6,0,6,0,6,0,6,0,Dropout
1,1,12,1,1,0,1,1,0,18,8,7,8,7,8,7,8,7,Graduate
1,1,5,1,1,0,1,1,0,19,6,6,6,6,6,6,6,6,Graduate
1,1,7,1,0,0,1,1,0,19,5,5,5,3,5,5,5,3,Enrolled
1,1,10,1,0,0,1,1,0,19,6,5,6,3,6,5,6,3,Dropout
1,15,4,14,1,1,1,1,0,21,6,6,6,6,6,6,6,6,Graduate
1,1,15,1,0,0,1,1,0,19,6,5,10,8,6,5,10,8,Enrolled
1,9,13,1,0,0,1,1,0,18,7,6,7,4,7,6,7,4,Graduate
1,7,9,1,1,0,1,1,0,19,5,5,5,3,5,5,5,3,Dropout
1,4,15,17,0,0,1,1,0,25,6,6,6,6,6,6,6,6,Graduate
1,1,5,1,1,0,1,1,0,22,6,6,6,6,6,6,6,6,Graduate
1,12,12,1,0,0,1,1,0,24,8,7,8,7,8,7,8,7,Graduate
1,1,12,1,1,0,1,1,0,19,7,7,8,7,7,7,8,7,Graduate
1,14,7,1,0,0,1,1,0,18,5,4,5,3,5,4,5,3,Enrolled
1,8,2,1,0,0,0,1,0,20,0,0,0,0,0,0,0,0,Dropout
1,1,12,1,1,0,1,1,1,19,8,7,8,7,8,7,8,7,Graduate
1,14,11,1,1,0,1,1,0,19,6,2,6,4,6,2,6,4,Dropout
1,1,14,1,1,0,1,1,0,19,6,5,6,5,6,5,6,5,Graduate
1,14,4,1,0,1,1,1,0,23,6,0,6,0,6,0,6,0,Dropout
2,12,15,1,0,0,1,1,0,47,6,5,6,4,6,5,6,4,Dropout
1,1,5,1,0,0,1,1,0,19,6,6,6,4,6,6,6,4,Graduate
1,1,2,1,1,0,1,1,0,19,0,0,0,0,0,0,0,0,Graduate
1,1,2,1,1,0,1,1,0,18,0,0,0,0,0,0,0,0,Dropout
1,14,9,1,0,0,1,1,0,28,5,2,5,0,5,2,5,0,Dropout
1,14,11,6,1,0,1,1,0,20,6,4,6,3,6,4,6,3,Dropout
1,8,11,1,0,0,1,1,1,18,6,3,6,4,6,3,6,4,Enrolled
1,1,2,1,1,0,1,1,1,21,0,0,0,0,0,0,0,0,Graduate
1,1,11,1,0,0,1,1,0,19,6,4,6,2,6,4,6,2,Enrolled
1,12,11,12,0,1,0,1,0,24,6,0,6,0,6,0,6,0,Dropout
1,12,8,1,0,0,1,1,0,24,6,6,6,3,6,6,6,3,Enrolled
1,12,6,9,1,1,0,1,0,25,6,0,6,0,6,0,6,0,Enrolled
1,12,11,1,0,0,1,1,0,28,6,6,6,5,6,6,6,5,Graduate
2,12,17,1,0,0,1,1,0,37,5,4,5,3,5,4,5,3,Enrolled
1,14,7,1,0,0,1,1,0,19,5,5,5,2,5,5,5,2,Enrolled
1,8,12,1,1,0,1,1,1,18,7,7,8,8,7,7,8,8,Graduate
1,12,11,12,0,0,1,1,0,48,6,3,6,1,6,3,6,1,Dropout
1,8,10,1,1,0,1,1,0,21,6,6,6,6,6,6,6,6,Graduate
1,8,12,1,0,0,1,1,1,19,7,6,7,6,7,6,7,6,Enrolled
1,14,12,1,0,0,1,1,1,21,8,0,8,0,8,0,8,0,Enrolled
1,15,7,1,1,1,0,1,0,23,5,0,5,0,5,0,5,0,Dropout
1,1,8,1,1,0,1,1,0,18,5,5,5,4,5,5,5,4,Graduate
1,15,10,14,0,0,1,1,0,22,6,6,6,2,6,6,6,2,Dropout
1,7,2,1,1,0,1,1,0,25,13,10,11,7,13,10,11,7,Dropout
1,4,6,15,0,1,1,1,0,27,13,8,11,5,13,8,11,5,Dropout
1,12,7,9,0,0,0,1,0,49,5,0,5,0,5,0,5,0,Dropout
1,12,17,1,0,0,0,1,0,31,5,2,5,0,5,2,5,0,Dropout
1,12,11,1,0,0,1,1,0,54,6,6,6,5,6,6,6,5,Dropout
1,4,1,15,1,1,0,1,0,25,21,21,16,12,21,21,16,12,Dropout
1,15,4,14,0,0,1,1,0,20,7,3,6,2,7,3,6,2,Enrolled
1,4,5,3,0,0,1,1,0,28,6,2,6,3,6,2,6,3,Dropout
2,12,3,12,0,0,1,1,0,41,7,7,6,6,7,7,6,6,Graduate
1,1,14,1,0,0,1,1,1,19,6,6,6,6,6,6,6,6,Enrolled
1,14,9,1,0,0,1,1,0,22,5,0,5,2,5,0,5,2,Dropout
1,1,11,1,0,0,1,1,0,34,6,2,6,0,6,2,6,0,Dropout
1,12,4,1,0,1,0,1,0,28,11,11,10,10,11,11,10,10,Dropout
1,1,16,1,1,0,1,1,0,42,6,5,6,5,6,5,6,5,Enrolled
1,9,6,1,0,0,0,1,0,21,6,5,6,4,6,5,6,4,Enrolled
1,4,4,3,0,0,1,1,0,50,6,2,6,1,6,2,6,1,Dropout
1,1,9,1,1,0,1,1,0,19,5,0,5,0,5,0,5,0,Dropout
1,14,12,1,0,0,1,1,0,18,7,4,7,3,7,4,7,3,Dropout
2,12,17,1,0,0,1,1,0,59,5,0,5,0,5,0,5,0,Dropout
2,4,17,3,1,0,0,1,0,33,5,0,5,0,5,0,5,0,Dropout
1,8,5,1,1,0,1,1,1,23,6,6,6,5,6,6,6,5,Graduate
2,12,17,12,0,0,1,1,0,44,5,3,5,5,5,3,5,5,Dropout
2,1,3,1,1,0,1,1,0,37,6,0,6,0,6,0,6,0,Dropout
2,12,2,12,0,0,1,1,0,36,0,0,0,0,0,0,0,0,Dropout
1,1,17,1,0,0,0,1,0,22,5,3,5,2,5,3,5,2,Dropout
2,12,3,12,0,0,1,1,0,49,6,6,6,6,6,6,6,6,Graduate
1,16,15,1,1,0,1,1,0,23,6,6,6,4,6,6,6,4,Graduate
1,1,5,1,1,0,1,1,0,19,6,5,6,3,6,5,6,3,Enrolled
2,14,3,1,0,0,1,1,0,47,6,6,6,0,6,6,6,0,Dropout
1,14,4,1,0,0,1,1,0,28,18,17,12,12,18,17,12,12,Graduate
1,15,4,14,0,0,1,1,0,21,6,4,6,4,6,4,6,4,Enrolled
1,1,11,1,0,1,0,1,0,21,6,5,6,5,6,5,6,5,Dropout
1,14,10,14,0,0,1,1,0,21,11,10,10,10,11,10,10,10,Graduate
1,1,5,1,0,0,1,1,0,20,6,6,6,4,6,6,6,4,Enrolled
2,13,9,1,0,0,0,1,0,49,5,0,5,0,5,0,5,0,Dropout
1,12,17,1,0,0,1,1,0,40,5,5,5,5,5,5,5,5,Graduate
1,8,11,1,0,0,1,1,1,22,6,6,6,6,6,6,6,6,Graduate
1,13,7,1,0,0,1,1,0,19,5,4,5,2,5,4,5,2,Enrolled
1,12,17,1,0,0,1,1,0,31,5,0,5,0,5,0,5,0,Dropout
1,13,7,1,0,0,1,1,0,30,6,2,6,2,6,2,6,2,Dropout
1,1,10,1,0,0,1,1,0,19,6,5,6,5,6,5,6,5,Graduate
1,9,9,1,0,0,1,1,0,22,5,3,5,3,5,3,5,3,Dropout
1,1,15,1,0,0,1,1,0,19,6,6,6,6,6,6,6,6,Graduate
1,8,2,1,0,0,0,1,0,21,0,0,0,0,0,0,0,0,Dropout
1,8,14,1,0,0,1,1,0,19,6,6,6,6,6,6,6,6,Graduate
1,14,9,1,1,0,1,1,0,22,5,0,5,1,5,0,5,1,Dropout
1,1,10,1,0,0,1,1,0,22,6,5,6,5,6,5,6,5,Graduate
1,1,10,1,0,0,1,1,0,19,6,4,6,6,6,4,6,6,Graduate
1,12,11,14,0,0,0,1,0,26,6,0,6,0,6,0,6,0,Dropout
1,15,7,14,0,0,1,1,0,23,7,3,6,1,7,3,6,1,Enrolled
1,8,5,1,0,0,1,1,0,18,6,6,6,5,6,6,6,5,Enrolled
1,1,9,1,0,1,1,1,1,22,5,5,5,2,5,5,5,2,Enrolled
1,9,7,1,1,0,1,1,0,19,5,5,5,5,5,5,5,5,Enrolled
1,8,9,1,0,0,1,1,0,20,5,0,5,0,5,0,5,0,Dropout
1,1,5,1,1,0,1,1,1,22,6,6,6,6,6,6,6,6,Enrolled
1,4,8,3,1,0,0,1,0,18,5,2,5,0,5,2,5,0,Dropout
4,14,17,13,0,0,1,1,0,39,2,0,4,0,2,0,4,0,Dropout
1,1,12,1,0,0,1,1,0,18,8,0,8,0,8,0,8,0,Dropout
1,8,7,1,0,0,1,1,1,18,5,5,5,5,5,5,5,5,Graduate
1,1,10,1,0,0,1,1,1,19,6,6,6,6,6,6,6,6,Graduate
1,1,12,1,0,0,1,1,0,18,7,6,8,8,7,6,8,8,Graduate
1,1,9,1,1,0,1,1,1,18,5,4,5,0,5,4,5,0,Dropout
1,15,8,14,1,0,1,1,0,22,5,4,5,5,5,4,5,5,Graduate
1,1,10,1,0,0,1,1,0,19,6,6,6,6,6,6,6,6,Graduate
1,1,8,1,1,0,1,1,0,18,5,5,5,5,5,5,5,5,Dropout
1,12,7,12,0,1,0,1,0,31,5,2,5,2,5,2,5,2,Dropout
1,12,17,1,0,0,1,1,0,28,5,0,5,0,5,0,5,0,Dropout
1,1,5,1,0,0,1,1,0,19,6,0,6,0,6,0,6,0,Dropout
1,8,11,1,0,0,1,1,0,20,6,6,6,6,6,6,6,6,Graduate
4,12,10,1,0,0,1,1,0,50,6,4,6,0,6,4,6,0,Dropout
1,14,5,1,0,0,1,1,0,38,6,5,6,4,6,5,6,4,Enrolled
2,12,17,1,1,0,1,1,0,31,5,1,5,1,5,1,5,1,Dropout
1,12,12,1,1,0,1,1,0,27,7,7,7,7,7,7,7,7,Enrolled
1,9,10,1,1,0,1,1,0,21,6,6,6,6,6,6,6,6,Graduate
2,12,7,1,0,0,1,1,0,34,5,1,5,0,5,1,5,0,Dropout
1,16,7,1,1,0,1,1,0,19,5,0,5,1,5,0,5,1,Enrolled
2,12,17,1,1,0,0,1,0,40,5,2,5,3,5,2,5,3,Dropout
1,1,2,1,1,0,1,1,1,18,0,0,0,0,0,0,0,0,Graduate
2,12,5,9,0,1,0,1,1,46,6,0,6,0,6,0,6,0,Dropout
1,14,3,1,0,0,1,1,0,37,6,0,5,0,6,0,5,0,Dropout
1,12,4,1,1,0,1,1,0,31,6,0,6,0,6,0,6,0,Dropout
1,12,4,1,0,0,1,1,0,34,6,5,6,5,6,5,6,5,Graduate
1,1,2,1,1,0,1,1,1,18,0,0,0,0,0,0,0,0,Dropout
1,1,14,1,0,0,1,1,1,18,6,6,6,6,6,6,6,6,Graduate
1,8,5,1,1,0,1,1,1,19,6,6,6,6,6,6,6,6,Graduate
1,14,17,1,0,0,1,1,0,40,5,4,8,5,5,4,8,5,Dropout
1,12,8,1,0,0,1,1,0,25,6,0,6,0,6,0,6,0,Dropout
1,8,7,1,1,1,1,1,0,20,5,4,6,3,5,4,6,3,Dropout
1,8,7,1,0,0,1,1,0,20,5,5,5,5,5,5,5,5,Enrolled
1,12,4,1,1,0,0,1,0,43,6,0,6,0,6,0,6,0,Dropout
1,8,7,1,1,0,1,1,0,18,5,4,5,3,5,4,5,3,Enrolled
1,14,4,1,0,0,1,1,0,35,18,18,13,12,18,18,13,12,Graduate
1,8,17,1,0,0,1,1,0,23,5,4,5,5,5,4,5,5,Graduate
1,8,12,1,0,0,1,1,0,19,7,7,9,8,7,7,9,8,Graduate
1,17,6,16,1,0,1,1,1,21,11,9,9,7,11,9,9,7,Graduate
1,14,14,1,0,0,1,1,0,19,6,4,6,4,6,4,6,4,Enrolled
1,9,7,1,1,0,1,1,0,20,5,5,5,5,5,5,5,5,Graduate
1,12,14,1,0,0,1,1,1,30,6,0,6,0,6,0,6,0,Dropout
4,12,11,1,1,0,1,1,0,44,6,6,6,6,6,6,6,6,Graduate
1,9,12,1,0,0,1,1,0,19,8,7,8,7,8,7,8,7,Graduate
1,15,8,14,1,0,1,1,0,22,18,12,12,10,18,12,12,10,Graduate
1,1,8,1,0,0,1,1,0,18,5,4,5,5,5,4,5,5,Graduate
1,8,14,1,1,0,1,1,1,21,6,4,6,5,6,4,6,5,Graduate
1,1,6,1,0,0,1,1,0,18,6,0,6,0,6,0,6,0,Dropout
1,8,14,1,1,0,1,1,0,18,6,6,6,6,6,6,6,6,Graduate
1,1,2,1,0,0,1,1,0,19,0,0,0,0,0,0,0,0,Graduate
1,15,4,14,1,0,1,1,0,21,6,4,6,4,6,4,6,4,Dropout
1,12,4,1,0,0,1,1,0,31,6,6,6,6,6,6,6,6,Graduate
1,8,11,1,1,0,1,1,0,21,6,4,6,2,6,4,6,2,Dropout
1,12,7,1,0,1,1,1,0,24,5,1,5,1,5,1,5,1,Enrolled
1,13,15,1,0,0,1,1,0,27,4,0,5,0,4,0,5,0,Dropout
1,1,9,1,1,0,1,1,0,20,5,3,5,5,5,3,5,5,Graduate
1,15,7,14,1,0,1,1,0,22,5,0,5,2,5,0,5,2,Enrolled
1,1,4,1,0,0,1,1,1,19,6,4,6,4,6,4,6,4,Enrolled
1,9,15,1,1,0,1,1,0,19,6,6,6,6,6,6,6,6,Graduate
1,1,2,1,1,1,1,1,0,23,17,13,17,11,17,13,17,11,Enrolled
1,8,8,1,1,0,1,1,0,18,6,6,6,6,6,6,6,6,Graduate
1,1,15,1,1,0,0,1,0,29,6,6,6,5,6,6,6,5,Enrolled
1,12,8,1,1,0,1,1,0,29,5,1,5,3,5,1,5,3,Dropout
1,15,4,1,0,0,1,1,0,20,6,6,6,5,6,6,6,5,Enrolled
1,1,2,1,1,0,1,1,1,19,0,0,0,0,0,0,0,0,Graduate
1,8,2,1,1,0,1,1,0,22,0,0,0,0,0,0,0,0,Enrolled
1,1,14,1,1,0,1,1,0,20,6,5,6,6,6,5,6,6,Enrolled
1,12,8,1,1,0,1,1,0,24,5,4,5,3,5,4,5,3,Enrolled
1,1,14,1,0,0,0,1,0,21,6,4,6,5,6,4,6,5,Dropout
1,12,9,1,0,0,1,1,1,25,5,4,5,4,5,4,5,4,Graduate
1,12,9,1,0,0,0,1,0,32,5,0,5,0,5,0,5,0,Dropout
1,14,17,1,0,0,0,1,0,26,12,8,8,3,12,8,8,3,Dropout
1,1,8,1,1,0,1,1,1,18,6,6,6,6,6,6,6,6,Graduate
1,8,11,1,0,0,1,1,1,19,6,5,6,6,6,5,6,6,Graduate
1,1,5,1,1,0,1,1,1,19,6,6,6,6,6,6,6,6,Graduate
1,4,7,15,0,0,1,1,0,27,6,6,5,5,6,6,5,5,Dropout
1,17,4,1,0,1,1,1,0,21,12,10,12,9,12,10,12,9,Enrolled
1,8,7,1,0,0,1,1,0,20,5,4,5,0,5,4,5,0,Enrolled
1,15,5,14,1,0,1,1,0,21,6,6,6,6,6,6,6,6,Graduate
1,1,15,1,1,0,1,1,0,22,6,5,6,3,6,5,6,3,Enrolled
1,1,2,1,1,1,0,1,0,19,0,0,0,0,0,0,0,0,Graduate
1,8,9,1,1,0,1,1,1,18,5,4,5,2,5,4,5,2,Dropout
1,12,10,1,0,0,1,1,0,28,5,0,5,0,5,0,5,0,Dropout
2,12,4,1,0,1,0,1,0,25,10,6,7,4,10,6,7,4,Dropout
1,14,4,1,0,0,1,1,0,25,14,8,13,10,14,8,13,10,Dropout
1,1,9,1,0,0,1,1,0,18,5,2,5,3,5,2,5,3,Enrolled
1,1,11,1,0,0,1,1,0,26,6,0,6,0,6,0,6,0,Dropout
1,8,9,1,1,0,1,1,1,18,5,5,5,5,5,5,5,5,Graduate
1,14,15,1,1,0,1,1,0,22,6,3,6,3,6,3,6,3,Enrolled
1,12,4,1,0,0,1,1,0,25,6,0,6,0,6,0,6,0,Dropout
1,1,15,1,1,0,1,1,0,19,6,5,6,5,6,5,6,5,Enrolled
1,8,15,1,1,0,1,1,0,19,6,6,6,6,6,6,6,6,Graduate
1,8,12,1,0,0,1,1,0,19,7,7,8,8,7,7,8,8,Graduate
4,12,3,12,0,0,1,1,0,45,8,4,8,4,8,4,8,4,Dropout
2,12,17,1,0,0,1,1,0,52,5,5,5,5,5,5,5,5,Graduate
1,1,9,1,1,0,0,1,0,20,5,3,5,3,5,3,5,3,Dropout
1,1,12,1,1,0,1,1,0,19,8,7,8,7,8,7,8,7,Graduate
1,1,12,1,0,1,0,1,0,21,7,4,7,4,7,4,7,4,Dropout
2,12,3,1,0,0,0,1,0,35,6,6,6,6,6,6,6,6,Graduate
2,12,2,9,1,0,1,1,0,36,0,0,0,0,0,0,0,0,Graduate
4,12,12,12,0,1,0,1,0,47,7,0,8,0,7,0,8,0,Dropout
1,9,17,1,0,0,1,1,0,22,5,0,5,0,5,0,5,0,Dropout
2,12,17,1,1,0,1,1,0,41,5,4,5,3,5,4,5,3,Dropout
1,4,7,3,0,0,1,1,0,26,5,0,5,0,5,0,5,0,Dropout
2,12,3,1,0,0,0,0,0,51,6,4,6,0,6,4,6,0,Dropout
2,12,17,1,0,0,1,0,0,43,5,3,5,4,5,3,5,4,Enrolled
2,12,3,1,1,0,1,0,0,41,6,5,6,3,6,5,6,3,Graduate
1,14,9,1,1,0,1,1,0,23,10,8,10,10,10,8,10,10,Graduate
1,14,10,1,1,0,1,1,0,22,6,0,5,0,6,0,5,0,Dropout
1,8,5,1,1,0,1,1,1,25,6,4,6,4,6,4,6,4,Dropout
1,14,17,1,1,0,1,1,0,25,15,15,14,14,15,15,14,14,Graduate
1,17,2,16,1,0,0,1,1,22,12,11,11,11,12,11,11,11,Graduate
1,12,4,1,0,0,1,1,0,24,7,7,6,5,7,7,6,5,Enrolled
1,12,6,2,0,0,1,1,0,47,6,0,6,0,6,0,6,0,Dropout
2,12,17,12,1,0,1,1,0,41,5,0,5,0,5,0,5,0,Dropout
1,12,4,1,1,0,1,1,0,43,6,6,6,5,6,6,6,5,Graduate
1,12,4,1,0,0,1,1,0,29,3,0,4,0,3,0,4,0,Dropout
1,12,7,1,0,0,1,1,0,30,2,0,2,0,2,0,2,0,Dropout
1,12,9,13,0,0,0,1,0,26,4,0,5,0,4,0,5,0,Dropout
1,12,17,1,0,0,0,1,0,27,5,0,5,0,5,0,5,0,Dropout
2,12,14,1,0,0,1,1,1,36,5,5,5,5,5,5,5,5,Graduate
1,12,4,12,0,0,1,1,0,29,9,6,7,6,9,6,7,6,Dropout
1,13,7,1,1,0,1,1,0,35,10,7,8,5,10,7,8,5,Dropout
1,1,15,1,0,0,1,1,1,18,6,4,6,5,6,4,6,5,Graduate
1,1,17,1,0,0,1,1,1,24,5,5,5,5,5,5,5,5,Graduate
1,1,15,1,1,0,1,1,1,18,6,6,6,6,6,6,6,6,Dropout
1,8,7,1,1,0,1,1,0,18,5,4,5,3,5,4,5,3,Enrolled
2,14,6,1,0,0,1,1,0,21,5,0,5,3,5,0,5,3,Enrolled
1,13,7,1,1,0,1,1,0,21,5,5,5,5,5,5,5,5,Graduate
1,12,4,1,0,0,1,1,0,32,18,13,12,12,18,13,12,12,Graduate
1,1,7,1,1,0,1,1,1,22,5,3,6,3,5,3,6,3,Dropout
1,4,4,3,1,0,0,1,0,32,17,11,12,10,17,11,12,10,Dropout
1,14,14,6,0,0,1,1,0,35,5,1,5,0,5,1,5,0,Dropout
1,9,9,1,1,0,0,1,0,23,5,0,5,0,5,0,5,0,Dropout
1,12,3,1,0,0,1,1,0,39,6,5,6,3,6,5,6,3,Enrolled
2,14,14,1,0,0,1,1,0,35,5,0,5,1,5,0,5,1,Dropout
2,12,4,3,0,0,1,1,0,32,6,6,12,12,6,6,12,12,Graduate
1,1,16,1,0,0,1,1,0,20,6,0,6,0,6,0,6,0,Dropout
1,12,12,1,0,0,1,1,0,34,7,6,7,4,7,6,7,4,Enrolled
1,4,17,15,1,0,1,1,0,44,7,7,5,5,7,7,5,5,Dropout
2,12,11,12,0,0,1,1,0,53,11,2,9,3,11,2,9,3,Graduate
1,12,7,12,0,1,0,1,0,28,5,0,5,0,5,0,5,0,Dropout
1,4,17,3,0,0,1,1,0,31,9,9,5,5,9,9,5,5,Dropout
1,1,2,1,0,1,0,1,0,18,0,0,0,0,0,0,0,0,Enrolled
1,12,4,1,0,1,0,1,0,44,7,4,6,0,7,4,6,0,Dropout
1,1,6,1,1,0,1,1,0,19,5,5,5,4,5,5,5,4,Graduate
1,6,2,1,0,0,1,1,0,21,12,12,11,11,12,12,11,11,Enrolled
1,9,7,1,0,0,1,1,1,18,5,0,5,0,5,0,5,0,Dropout
1,15,4,14,1,0,1,1,0,20,6,6,6,6,6,6,6,6,Graduate
1,12,5,1,0,0,1,1,0,55,6,6,6,6,6,6,6,6,Graduate
1,1,9,1,0,0,1,1,0,27,5,3,5,1,5,3,5,1,Enrolled
1,8,7,1,0,0,1,1,0,19,5,0,5,0,5,0,5,0,Dropout
1,1,9,1,0,0,1,1,0,18,5,5,5,5,5,5,5,5,Graduate
2,12,15,1,0,0,1,1,0,43,6,4,6,0,6,4,6,0,Dropout
1,9,11,1,1,0,1,1,0,18,6,0,6,0,6,0,6,0,Dropout
1,1,2,1,1,0,1,1,0,18,0,0,0,0,0,0,0,0,Dropout
1,8,11,1,1,1,1,1,1,20,6,0,6,0,6,0,6,0,Dropout
2,12,17,1,0,1,0,1,0,29,5,4,5,4,5,4,5,4,Dropout
1,12,8,12,1,1,1,1,0,44,6,5,6,0,6,5,6,0,Dropout
1,1,7,1,1,0,1,1,0,18,5,4,5,1,5,4,5,1,Enrolled
1,15,4,14,0,0,1,1,1,20,6,5,6,6,6,5,6,6,Enrolled
1,14,5,1,1,0,1,1,0,20,6,4,9,3,6,4,9,3,Dropout
2,12,9,1,1,0,1,1,0,36,4,0,5,0,4,0,5,0,Dropout
1,15,8,14,1,0,1,1,0,19,6,5,6,2,6,5,6,2,Enrolled
2,12,6,12,0,0,0,1,0,29,5,0,5,0,5,0,5,0,Dropout
1,1,14,1,1,0,1,1,0,18,6,4,6,3,6,4,6,3,Dropout
1,12,4,1,0,0,0,1,0,24,6,0,6,0,6,0,6,0,Dropout
1,1,15,1,0,0,1,1,0,20,6,6,6,6,6,6,6,6,Graduate
2,12,3,12,0,1,0,1,0,45,6,0,5,0,6,0,5,0,Dropout
1,14,12,1,1,0,1,1,1,28,23,20,23,20,23,20,23,20,Graduate
1,1,11,1,1,0,1,1,0,23,6,6,6,5,6,6,6,5,Enrolled
1,1,12,1,1,0,1,1,0,18,7,7,8,7,7,7,8,7,Graduate
1,1,9,1,1,0,1,1,0,23,5,3,5,3,5,3,5,3,Dropout
1,14,2,1,1,0,1,1,0,22,0,0,0,0,0,0,0,0,Enrolled
1,1,5,1,0,0,1,1,1,22,6,6,6,5,6,6,6,5,Graduate
1,12,17,9,0,0,1,1,0,33,5,5,5,5,5,5,5,5,Graduate
1,17,4,16,0,0,1,1,0,21,12,10,12,11,12,10,12,11,Graduate
2,12,9,1,0,0,1,1,0,45,5,5,5,5,5,5,5,5,Graduate
2,12,4,1,0,0,0,1,0,44,10,4,7,1,10,4,7,1,Dropout
4,12,14,1,0,0,1,1,0,42,6,0,6,0,6,0,6,0,Dropout
1,9,9,1,1,0,1,1,0,20,5,0,5,0,5,0,5,0,Dropout
1,8,9,1,1,0,1,1,0,20,5,3,5,2,5,3,5,2,Enrolled
1,1,11,1,1,0,1,1,1,20,6,6,6,6,6,6,6,6,Graduate
1,8,15,1,1,0,1,1,0,20,6,3,6,4,6,3,6,4,Enrolled
1,1,9,1,0,0,1,1,0,19,5,5,5,2,5,5,5,2,Enrolled
1,16,3,1,0,1,0,1,0,26,8,4,10,7,8,4,10,7,Dropout
2,12,4,1,0,0,1,1,0,31,6,6,6,5,6,6,6,5,Graduate
1,1,15,1,0,1,1,1,1,19,6,6,6,6,6,6,6,6,Graduate
1,12,15,12,1,0,1,1,0,28,6,6,6,6,6,6,6,6,Graduate
1,1,2,1,1,0,1,1,1,20,0,0,0,0,0,0,0,0,Graduate
2,1,3,1,1,0,1,0,0,43,6,6,6,6,6,6,6,6,Graduate
1,12,2,12,0,0,1,1,1,25,0,0,0,0,0,0,0,0,Dropout
1,12,10,12,0,1,1,0,0,40,6,2,6,1,6,2,6,1,Dropout
1,15,6,14,0,0,1,0,0,20,6,6,6,5,6,6,6,5,Graduate
2,12,3,9,0,0,1,0,0,46,6,3,6,6,6,3,6,6,Graduate
